province,prefecture,pop,pop_dens,cases,cases_100k,deaths,deaths_100k,mortality,PM25_sat,NO2_sat,PM25_gr,PM10_gr,CO_gr,NO2_gr,O3_gr,SO2_gr,Z-score,p-value,q-value
Hubei,Huanggang,6341000,370.2991464,2907,45.84450402,125,1.971297903,4.2999656,42.58995792,1.702753623,,,,,,,2.80465857,0.014,1
Hubei,Suizhou Shi,2210500,230.2010772,1307,59.12689437,45,2.035738521,3.442999235,43.44802532,1.502789854,144.5280676,85.62185163,17.1438881,11.76672742,25.72940602,10.14839986,1.847446718,0.078,1
Hubei,Tianmen,788509,298.6904844,496,62.90353059,15,1.902324514,3.024193548,53.50430653,1.43838462,138.5834077,64.90180752,6.165379373,8.723986321,24.04012483,6.484076433,2.655414348,0.008,1
Hubei,Xiaogan,4915000,553.521776,3518,71.5768057,129,2.624618515,3.666856168,52.34901117,2.258128514,145.7138452,81.32325804,12.84423564,10.8953525,26.76174177,8.855993551,2.920186957,0.008,1
Hubei,Xiantao,553029,218.9212962,575,103.9728477,22,3.978091565,3.826086957,54.96401723,1.613841273,136.4650838,77.00863761,8.266157054,13.12539063,18.22210672,14.23554688,3.214433159,0.004,1
Hubei,Ezhou,1076900,532.053421,1394,129.445631,59,5.478688829,4.232424677,50.36543414,3.476900005,140.2317033,74.38138092,13.92779339,15.6131243,26.52866509,11.97116844,1.882651994,0.072,1
Hubei,Wuhan,10892900,1300.241018,50340,462.0716246,3869,35.51854878,7.686805873,53.74725588,3.725871795,141.4532854,71.81974947,9.97355449,23.41802092,23.07090102,10.54780738,2.929925295,0.008,1
Hunan,Xiangxi Tujia and Miao,2649500,170.9705734,8,0.301943763,0,0,0,29.463811,0.52979856,,,,,,,0.325166407,0.786,3
Hunan,Zhangjiajie,1537900,160.9326725,5,0.325118668,0,0,0,29.18410675,0.588891385,125.9605254,60.67532098,11.99065863,7.148812528,31.62800278,9.541812944,0.023839584,0.982,3
Hunan,Hengyang,7243400,471.393594,48,0.662672226,0,0,0,39.14320216,1.268795237,111.1366876,57.15125509,8.969898795,11.85945811,25.17489936,6.889569717,-0.810956791,0.44,2
Hunan,Huaihua,4979600,180.6880636,40,0.803277372,0,0,0,31.27741775,0.542460315,103.7977314,54.82251888,9.039082152,5.827487249,24.37573535,8.461027371,-0.478249974,0.622,2
Hunan,Yongzhou,5452100,270.5596356,44,0.807028484,0,0,0,33.99260275,0.656124539,110.1793236,49.95910292,5.931239468,12.14384108,25.68773499,12.13250526,-0.334106241,0.72,2
Hunan,Chenzhou,4744500,244.4590648,39,0.822004426,0,0,0,30.20056696,0.983321772,80.76629248,42.5545845,10.17699793,10.24268296,18.40273781,9.543314114,-0.026902979,0.966,2
Hunan,Xiangtan,2864800,566.3460726,36,1.256632226,0,0,0,44.05083249,1.705914896,134.3270403,74.06957836,9.591806921,21.56153449,37.74438528,15.14872064,-0.979420748,0.33,2
Hunan,Yiyang,4413800,362.3756162,60,1.359372876,0,0,0,40.94738976,1.062456138,105.1407671,56.84327308,7.622430792,10.78361763,31.08342766,13.42544415,-1.505098578,0.14,2
Hunan,Shaoyang,7370500,319.8828725,102,1.383895258,1,0.013567601,0.980392157,33.94039658,0.655420289,110.7954596,51.76918565,7.688735187,9.265465832,22.55040331,15.25118834,-0.588691604,0.53,2
Hunan,Changde,5827200,319.2143157,82,1.40719385,0,0,0,39.34336781,1.031984126,123.5973746,62.84896238,12.20996909,10.62143409,26.01717013,12.93339566,-0.50422283,0.624,2
Hunan,Loudi,3931800,484.1875162,76,1.932956915,0,0,0,38.37895231,1.268520551,99.43282104,56.23915254,7.882747548,6.812973123,24.41299889,13.33615299,-1.215079421,0.218,2
Hunan,Zhuzhou,4020800,356.1234149,80,1.9896538,0,0,0,33.38839331,1.001839503,123.5448987,62.45746121,7.950983827,15.3336622,32.881133,12.81686414,-0.800893994,0.434,2
Hunan,Yueyang,5797100,390.9606342,156,2.691000673,1,0.017250004,0.641025641,43.45343753,1.285811591,126.8600649,69.85625851,12.12426069,9.344524523,20.07704498,15.52381944,-1.604219833,0.116,2
Hunan,Changsha,8154700,692.7171459,242,2.967613769,2,0.024525734,0.826446281,40.60629838,1.375728152,130.7236287,61.89092612,8.558228446,16.38498958,31.67940414,9.792950655,-1.347084866,0.202,2
Jiangsu,Suqian,4925900,574.1845919,13,0.263911163,0,0,0,50.82575026,3.863090193,118.024507,68.93912123,6.002339781,13.47424641,27.12199865,9.970428809,-3.268238478,0.002,2
Jiangsu,Yancheng,7200000,469.4991618,27,0.375,0,0,0,48.97032867,3.625684682,107.3845072,56.22299522,3.974155051,9.568108245,35.66324182,8.694088436,-3.114644122,0.004,2
Jiangsu,Zhenjiang,3196400,835.3611736,12,0.37542235,0,0,0,56.07963156,6.842192976,127.1871341,65.38582616,6.377307005,20.30241424,24.69741643,12.37645118,-3.142881028,0.006,2
Jiangsu,Yangzhou,4531000,684.6912585,23,0.507614213,0,0,0,54.91605306,5.289739575,114.408161,62.66552721,3.683401875,12.88074285,26.43798298,11.95087168,-3.549650019,0.002,2
Jiangsu,Nantong,7310000,821.0998817,40,0.547195622,0,0,0,50.78488376,7.175218164,113.4191202,58.88101186,3.905805015,14.49921051,34.45608663,12.93442299,-2.416134747,0.012,2
Jiangsu,Taizhou,4635700,801.6051087,37,0.798153461,0,0,0,56.3686642,5.416432728,134.2562609,71.39193063,5.428350673,13.25475175,28.40511863,15.3069909,-3.96248534,0.002,2
Jiangsu,Suzhou,10721700,1267.951687,87,0.811438485,0,0,0,54.63581157,7.370316648,112.1756454,57.96649412,5.304418878,17.9742142,28.97365839,9.599715964,-3.338011708,0.006,2
Jiangsu,Wuxi,6574500,1428.39279,55,0.836565518,0,0,0,55.4793489,7.4421301,121.8835589,63.91702263,6.356108904,17.69379639,29.00714175,13.34587637,-2.747254172,0.006,2
Jiangsu,Xuzhou,8802000,784.0634936,79,0.89752329,0,0,0,54.5855263,4.62673394,129.7646631,81.72767493,7.252153494,17.78794617,26.99915223,18.83972678,-4.039821234,0.002,2
Jiangsu,Lianyungang,4520000,610.2037232,48,1.061946903,0,0,0,48.59334841,4.278148148,122.9214675,72.1560788,5.331787141,16.22088638,30.48860138,13.25628823,-2.985565909,0.002,2
Jiangsu,Changzhou,4728600,1077.451361,51,1.078543332,0,0,0,55.04805224,6.243333351,117.2241927,61.8185233,5.850311641,18.21004726,27.83796295,13.26238341,-3.006030807,0.004,2
Jiangsu,Nanjing,8436200,1280.693021,93,1.102392072,0,0,0,53.68513519,5.507755538,126.1241003,73.37452758,5.124173258,22.76042011,29.88161056,10.38242132,-3.582508869,0.002,2
Jiangsu,Huai'an,4925000,493.1492982,66,1.340101523,0,0,0,50.86639107,3.851048609,,,,,,,-2.868173515,0.008,2
Jiangxi,Jingdezhen,1664901,316.5318895,6,0.360381788,0,0,0,32.56653312,0.760253335,95.46645529,45.41079733,5.069325897,6.368578153,14.22499408,3.630621429,-0.155857292,0.852,2
Jiangxi,Ji'an,4941941,195.3813321,22,0.445169216,0,0,0,29.14874914,0.835185507,,,,,,,-0.058330726,0.95,2
Jiangxi,Ganzhou,8635583,219.1005804,76,0.88007955,1,0.011579994,1.315789474,24.0485251,0.552421346,98.24324477,44.15172241,7.766099614,8.781361738,22.22269618,12.56058238,1.12571544,0.27,3
Jiangxi,Yingtan,1167501,330.5568888,18,1.541754568,0,0,0,30.42388652,0.947083335,86.41317952,61.83623177,5.818922656,8.675144585,25.2048319,13.75813659,0.479712976,0.656,3
Jiangxi,Pingxiang,1924998,507.2926657,33,1.714287495,0,0,0,32.23423102,1.054323236,108.5988164,54.50008055,8.226823948,6.36997216,15.4316666,9.902508353,-0.444374354,0.646,2
Jiangxi,Fuzhou,4031037,214.1533686,72,1.786140886,0,0,0,27.90691876,0.583909269,92.69804058,44.852025,8.377408149,8.044924685,25.3386433,7.79204719,0.457576997,0.632,3
Jiangxi,Shangrao,6783414,297.6117054,123,1.81324625,0,0,0,30.71840337,0.904807013,96.7178839,44.44223107,4.761424314,11.8479206,20.5248095,17.11926488,-0.053943334,0.93,2
Jiangxi,Yichun,5553748,297.2447003,106,1.908620989,0,0,0,35.66710771,1.077156068,99.72276283,43.97997407,7.712393697,8.918647983,17.43898758,9.784671286,-0.929782058,0.348,2
Jiangxi,Jiujiang,4873276,259.0788018,118,2.421369116,0,0,0,37.25205847,1.421017549,108.1599475,56.00411317,7.081886864,13.1037458,25.09650932,16.18665659,-1.619447758,0.104,2
Jiangxi,Nanchang,5463538,738.2745489,230,4.209726371,0,0,0,38.78820705,1.672740741,104.1631988,57.22307524,8.239832353,13.83663374,25.46446461,11.94475349,-0.263517987,0.782,2
Jiangxi,Xinyu,1180699,369.2156118,130,11.01042687,0,0,0,35.24827617,1.695977005,105.8230961,56.07489955,10.85033558,11.58050898,18.01740878,17.16571555,0.210367015,0.792,1
Jilin,Baishan,1296127,74.31617192,2,0,1,0,,19.5747434,0.778319588,114.2318584,58.32123894,10.91327434,13.33097345,21.53958144,13.70884956,0.584292737,0.574,3
Jilin,Baicheng,2032356,79.12293014,1,0.049203978,0,0,0,18.61113849,0.841260275,145.1165319,76.37265126,10.96401417,9.36276037,24.25113497,8.133451217,1.532325915,0.124,3
Jilin,Songyuan,2880086,135.8625782,2,0.069442371,0,0,0,31.07117661,1.312827778,98.2960222,81.19796485,6.654024052,11.06197965,25.08418131,8.066604995,0.349034308,0.74,3
Jilin,Jilin,4413157,160.0891311,59,0.135957094,1,0,0,32.94772916,1.657158011,118.7686986,69.94802307,8.933484848,15.74107653,28.50491498,13.52105407,0.167910849,0.91,3
Jilin,Tonghua,2324439,148.869774,6,0.2581268,0,0,0,25.93441745,1.262028278,109.4723481,61.12601995,11.96645512,14.78331822,22.8081557,16.79510426,0.396902487,0.734,3
Jilin,Yanbian Korean,2270816,52.16278175,7,0.308259234,0,0,0,17.67885733,0.659088606,75.81002088,40.62526096,5.401878914,10.9039666,22.03842049,8.504175365,0.617038047,0.56,3
Jilin,Siping,3385156,236.3059422,21,0.443111041,1,0.029540736,6.666666667,36.4639838,2.008989518,113.1865993,55.36911245,7.604517557,13.06176498,27.66987995,13.6879712,-0.208456082,0.814,2
Jilin,Liaoyuan,1176239,227.9567682,7,0.595117149,0,0,0,35.15418125,1.75791954,117.8488465,62.21612662,9.589810561,11.44225701,22.7477548,13.75163968,-0.222550048,0.78,2
Jilin,Changchun,7674439,374.6368016,49,0.599392346,0,0,0,40.58044462,2.284472104,124.3859426,74.0164232,7.873620274,20.14589137,24.93088986,15.73315945,-0.330969107,0.72,2
Liaoning,Yingkou,2438000,469.8582554,1,0.041017227,0,0,0,33.52365919,3.239871791,106.3680712,59.35411363,10.26411902,16.85517779,34.38782337,17.61357436,-0.342229094,0.724,2
Liaoning,Fushun,2065000,183.7747999,1,0.04842615,0,0,0,29.33302898,1.935397851,114.7262168,67.1963262,12.36045867,16.13025882,24.64175258,17.05006903,-0.154697057,0.894,2
Liaoning,Anshan,3598000,389.1420782,4,0.138966092,0,0,0,32.9955315,2.982729826,131.811553,80.76511501,14.50053754,16.98583513,24.57208887,23.49252658,-0.412581165,0.666,2
Liaoning,Benxi,1687000,199.6807263,3,0.177830468,0,0,0,26.81172964,1.927428575,120.7442927,71.49297314,16.31405727,19.29276195,23.96737026,20.52192223,0.029951383,0.982,2
Liaoning,Chaoyang,2949000,149.8557208,6,0.2034588,1,0.0339098,16.66666667,24.25146805,1.276173075,116.4189681,71.0419864,19.20441686,11.19711117,16.01034676,25.42515438,0.89146632,0.404,3
Liaoning,Liaoyang,1837000,393.4410319,3,0.217746326,0,0,0,37.12605644,4.652133322,132.8995394,75.79286395,16.76308345,16.02456208,23.39291722,22.73756289,0.064290645,0.98,3
Liaoning,Tieling,2638000,203.7339231,7,0.341167551,0,0,0,36.35999376,2.605207453,135.4015571,71.1967817,8.478777176,18.71800412,26.34486647,19.88508539,-0.067543033,0.948,2
Liaoning,Dalian,6988000,558.8922289,18,0.386376646,0,0,0,33.40540813,2.574467162,107.4409879,60.46630707,7.19230247,17.33302963,27.06500756,14.60631511,-0.012740791,0.974,3
Liaoning,Jinzhou,3050000,305.7977947,12,0.393442623,0,0,0,30.65772046,2.747095243,122.7404643,70.89982251,11.58230025,18.9240751,27.53725671,27.58209193,-0.017131562,0.98,2
Liaoning,Shenyang,8294000,643.3432462,31,0.421991801,0,0,0,36.52091387,3.815252388,132.0640371,81.39046622,9.641938516,21.67443132,25.75126556,29.38594732,0.163148445,0.89,3
Liaoning,Fuxin,1766000,171.2896892,8,0.453001133,0,0,0,26.72196728,2.185940477,106.4229613,80.65770254,13.24229246,14.33419196,21.98699574,27.57712081,0.401366679,0.718,3
Liaoning,Dandong,2395000,162.0562155,11,0.459290188,0,0,0,25.75504619,1.330278477,112.2751213,59.8964671,13.22705699,13.76913036,22.66693905,18.25544805,-0.012897385,0.976,2
Liaoning,Huludao,2547000,247.2298537,12,0.471142521,1,0.039261877,8.333333333,30.24959845,2.551463132,117.5192645,74.3118592,14.05568575,18.75458173,26.19368422,24.30718169,-0.061524098,0.948,2
Liaoning,Panjin,1437000,395.5513457,11,0.765483646,0,0,0,34.87397324,3.243914531,117.539333,61.79456867,11.80889556,13.90857776,28.7046915,14.58823687,-0.171202382,0.818,2
Macao SAR,Macao,653100,19136.39023,45,6.890215893,0,0,0,28.70413528,5.239086426,,,,,,,-0.141347008,0.992,4
Nei Mongol,Alxa,249400,1.036078396,0,0,0,0,,5.617033056,0.187148858,92.89067439,56.48803281,6.87889494,5.389929587,35.75102401,5.005894127,3.824046912,0.002,3
Nei Mongol,Xing'an,1607900,30.02775563,1,0.062192922,0,0,0,9.845576085,0.407103596,69.33421751,35.86914235,4.514588859,6.021220159,25.6899017,3.274977896,2.528930427,0.01,3
Nei Mongol,Ulaan Chab,2096100,38.34052419,3,0.143122943,0,0,0,10.16091748,0.635323249,98.46278027,48.06367713,4.411659193,12.64573991,31.05812897,8.50941704,2.469950281,0.008,3
Nei Mongol,Chifeng,4321800,50.92292333,9,0.208246564,0,0,0,12.56214767,0.442651097,99.51811713,70.2306845,9.120899682,12.14172872,28.32842083,23.07614126,1.685650736,0.08,3
Nei Mongol,Tongliao,3133200,52.8678478,7,0.223413762,0,0,0,18.51020532,0.884836345,98.05675322,65.38870948,7.841446278,8.057344815,23.91664918,7.565151298,1.332686776,0.192,3
Nei Mongol,Hohhot,3126400,160.354249,7,0.223899693,0,0,0,15.64398212,1.73947249,81.31168831,39.94155844,27.01298701,22.66883117,15.97402597,34.66233766,2.338905188,0.014,3
Nei Mongol,Hulunbuir,2530100,10.01538591,9,0.276668906,0,0,0,7.257348291,0.240178753,86.10885568,45.37293637,4.134285949,9.225952372,20.241511,4.836696381,2.572360161,0.008,3
Nei Mongol,Wuhai,563300,365.5149081,2,0.355050595,0,0,0,12.09446946,1.770208336,111.1381587,88.25492117,9.184092114,11.97806287,28.46750183,24.58315119,2.198969547,0.01,3
Nei Mongol,Baotou,2888700,114.0322555,11,0.380794129,0,0,0,8.758107951,0.577019467,116.8265051,89.86655858,13.42849994,20.8463273,25.38479258,22.98836723,2.474991307,0.004,3
Nei Mongol,Baynnur,1689700,26.25845527,8,0.473456827,1,0.059182103,12.5,6.69541538,0.365491787,92.91215617,59.54569654,4.617568767,10.71783496,26.72423146,11.35758651,2.37606946,0.008,3
Nei Mongol,Ordos,2078400,23.93041137,11,0.529253272,0,0,0,12.63925188,0.782657827,89.58179393,55.12258718,6.181004489,10.00673733,39.50533469,15.52286295,3.517299491,0.002,3
Nei Mongol,Xilin Gol,1054800,5.190356058,9,0.853242321,0,0,0,7.672740687,0.211422319,48.77955215,41.29284523,5.282247156,3.723181667,19.05487371,9.240989675,2.568280539,0.004,3
Ningxia Hui,Shizuishan,802978,182.5500139,1,0.124536413,0,0,0,14.15600194,1.52270922,112.0172608,82.10134234,8.308158754,12.90280722,23.51683461,29.90322922,2.371432268,0.006,3
Ningxia Hui,Zhongwei,1157525,93.13765093,4,0.345564891,0,0,0,20.89691015,0.504333332,,,,,,,1.620841911,0.108,3
Ningxia Hui,Guyuan,1228237,108.8197607,5,0.407087557,0,0,0,24.35832552,0.408498598,,,,,,,1.135919408,0.266,3
Ningxia Hui,Yinchuan,2225391,308.3731862,36,1.61769325,0,0,0,18.15698763,1.278369369,111.9021468,80.12684195,9.930856915,16.54989429,25.31294809,22.79209227,2.273719809,0.01,3
Ningxia Hui,Wuzhong,1403742,84.92159419,28,1.994668536,0,0,0,20.51307175,0.530094118,,,,,,,2.307792575,0.022,3
Qinghai,Golog Tibetan,205660,2.681729759,0,0,0,0,,3.08548773,0.079422043,,,,,,,4.310683387,0.002,3
Qinghai,Gyêgu Tibetan,409500,1.675430404,0,0,0,0,,2.44561286,0.061542787,,,,,,,4.349401374,0.002,3
Qinghai,Haidong,1470800,112.900367,0,0,0,0,,18.66935167,0.42357252,112.5974146,71.93721145,10.92982456,15.14127424,28.7593985,13.24284395,3.052573493,0.002,3
Qinghai,Hainan Tibetan,472400,10.41708573,0,0,0,0,,7.579465677,0.115074157,,,,,,,3.269465715,0.004,3
Qinghai,Haixi Mongol and Tibetan,515000,1.838053353,0,0,0,0,,5.612456769,0.063327668,88.95916515,64.90108893,6.695099819,4.44646098,40.61658986,8.078039927,4.223817406,0.002,3
Qinghai,Huangnan Tibetan,272500,15.31674924,0,0,0,0,,8.363415433,0.143593074,,,,,,,2.603760668,0.002,3
Qinghai,Xining,2355000,327.7878808,15,0.636942675,0,0,0,14.49771886,0.387389668,124.1845187,74.7894419,11.81493366,12.45724627,24.8283477,13.46005591,2.144475574,0.026,3
Qinghai,Haibei Tibetan,283000,9.109523512,3,1.060070671,0,0,0,8.385211193,0.082072202,,,,,,,3.023985739,0.002,3
Shaanxi,Yulin,3403300,78.91621395,3,0.088149737,0,0,0,19.33951891,0.960545863,85.85046697,55.62922756,11.37534195,13.7964528,20.26892989,6.998585122,1.687107966,0.084,3
Shaanxi,Weinan,5382900,409.5144661,15,0.278660202,0,0,0,37.66148693,3.199389318,134.3879243,86.34169107,9.53617014,19.84178108,21.36102382,14.73201948,0.448745414,0.706,3
Shaanxi,Shangluo,2381300,121.3744611,7,0.293957082,0,0,0,22.26603514,0.650818339,93.42942951,47.86527949,12.9381254,10.35718124,24.40895331,9.122817117,0.004837099,0.996,3
Shaanxi,Xianyang,5210000,438.8852032,17,0.326295585,0,0,0,33.85238968,1.954778713,143.5597991,90.95779271,12.33137123,17.26666321,21.20008988,13.38103263,0.524801556,0.614,3
Shaanxi,Baoji,3781000,208.545388,13,0.343824385,0,0,0,25.93305235,0.962720615,143.6176072,80.93500596,15.83981039,15.23821666,19.06001981,13.2317187,0.49902174,0.65,3
Shaanxi,Yan'an,2263100,61.24501478,8,0.353497415,0,0,0,20.6177006,0.674778077,115.0218385,75.62626067,18.90671597,24.40689308,24.08506424,14.04223824,0.611355252,0.546,3
Shaanxi,Hanzhong,3449300,127.0387349,26,0.753776128,0,0,0,24.06362038,0.479909434,104.8851651,48.84066805,10.68369618,10.33368264,23.86437314,5.352831679,0.677176723,0.484,3
Shaanxi,Tongchuan,833400,360.2700449,8,0.959923206,0,0,0,25.79403937,1.223696967,135.4969652,76.82344214,17.38710548,18.07283518,14.33396277,29.33295117,0.041729274,0.992,3
Shaanxi,Ankang,2661000,113.7309129,26,0.977076287,0,0,0,23.34055044,0.463076923,126.3629556,72.11732401,25.18522217,16.36181909,17.9323574,40.5807904,0.594314814,0.558,3
Shaanxi,Xi'an,8989000,881.8773539,120,1.334964957,3,0.033374124,2.5,34.32553425,2.99713333,125.4309283,86.95492566,14.65436044,18.60083224,17.93619924,12.10995743,0.434800845,0.702,3
Shandong,Dongying,2154600,289.7754555,0,0,0,0,,57.34559246,4.379203697,140.7331838,96.34685779,10.19241669,21.05435178,38.19778567,30.15825237,-2.86044655,0.006,2
Shandong,Laiwu,1376000,655.5248611,0,0,0,0,,53.0130967,4.47488887,165.3817297,94.53341498,15.22768274,23.45306055,23.14918832,35.74409083,-3.236308136,0.002,2
Shandong,Heze,8736000,719.8081678,18,0.206043956,0,0,0,60.71814077,3.732235299,167.1587359,107.4574615,12.78798161,18.68740451,34.98546728,22.98648323,-4.469956275,0.002,2
Shandong,Binzhou,3912300,452.2416392,15,0.383406181,0,0,0,62.84676154,4.403992423,150.490141,89.33315653,14.91498253,22.60632603,22.78320394,29.63129043,-4.690565719,0.002,2
Shandong,Linyi,10563400,615.7687642,49,0.463865801,0,0,0,49.31171665,4.18553102,153.8899475,115.3282507,14.27100557,25.78878421,24.61078981,25.12058363,-4.132805713,0.002,2
Shandong,Weifang,9363000,595.207592,44,0.46993485,0,0,0,48.67627096,4.531796534,142.2183216,95.3015956,8.663464451,20.01397989,38.53207861,24.95767365,-2.863860679,0.012,2
Shandong,Rizhao,2916500,553.018385,16,0.548602777,0,0,0,44.69079974,3.854246912,120.3019989,75.12878075,7.543762159,16.43774919,31.50081476,14.99513067,-2.121849911,0.042,2
Shandong,Zaozhuang,3920300,634.1491351,24,0.612198046,0,0,0,54.59834897,5.124172015,162.7539058,112.0431289,8.301947108,18.7782427,39.64298322,33.33180245,-2.600937379,0.016,2
Shandong,Tai'an,5645100,737.2643262,35,0.620006732,2,0.035428956,5.714285714,58.73380798,4.54970562,143.164192,90.50404752,13.53446603,20.07583548,24.5451596,23.31665104,-4.830003655,0.002,2
Shandong,Liaocheng,6064300,703.945492,38,0.626618076,0,0,0,65.82471547,4.480194764,165.9244812,110.1407406,15.19854611,22.00998432,24.75886776,23.75403344,-4.577591196,0.002,2
Shandong,Zibo,4708400,727.6589244,30,0.63715912,1,0.021238637,3.333333333,55.68798666,5.547101003,156.2746779,106.2647018,17.56734351,28.57149829,24.00723865,39.55358388,-4.23507956,0.002,2
Shandong,Dezhou,5795800,563.3157907,37,0.638393319,2,0.034507747,5.405405405,68.75918947,4.630069157,169.48135,105.9857424,13.30569155,22.00808485,30.50643425,23.40277658,-5.495968774,0.002,2
Shandong,Jinan,7321200,900.1417358,47,0.641971262,0,0,0,62.75518047,5.215265835,153.3778415,107.1482525,10.96348426,24.53315743,34.89613643,30.2108806,-5.057057148,0.002,2
Shandong,Qingdao,9290500,848.6805236,65,0.656584683,1,0.010763683,1.639344262,44.02194949,3.939642421,118.3524619,70.69386677,8.158650028,19.10971562,31.87559866,16.37682298,-1.41995876,0.162,2
Shandong,Yantai,7089400,520.6730687,47,0.662961605,0,0,0,39.30482911,3.46242857,111.1959998,63.46648661,7.054881537,17.69494918,31.99775617,13.27887175,-1.30712329,0.194,2
Shandong,Weihai,2825600,505.834984,38,1.344847112,1,0.035390713,2.631578947,33.68715047,3.039181266,97.4252991,56.15486675,5.243820601,12.23208468,39.02413336,10.08520804,-0.553278359,0.528,2
Shandong,Jining,8375900,878.7690948,260,3.104144032,0,0,0,60.3248371,5.055702886,155.5757916,97.37401842,11.46044423,20.84059151,28.3347061,30.22507761,-4.288174611,0.002,2
Shanghai,Shanghai,24183000,3513.049525,667,2.282595212,7,0.028945954,1.268115942,48.13648588,13.75097433,116.4858381,56.53327677,7.11708711,21.46388203,35.04897813,8.954382476,-1.849562555,0.082,2
Shanxi,Linfen,4500264,224.5616735,2,0.044441837,0,0,0,28.29558661,2.125504954,126.6888807,68.21764952,23.18067208,16.1405807,20.47827348,27.78277883,0.36100944,0.75,3
Shanxi,Luliang,3885602,184.7952533,6,0.154416227,0,0,0,22.668632,1.772606917,109.3824365,62.9091603,20.98156353,13.57317655,14.67312215,27.96791797,1.162052749,0.246,3
Shanxi,Xinzhou,3171991,126.1625111,7,0.220681585,0,0,0,19.21182036,1.524694763,125.3150777,70.8834198,18.61190696,15.24171761,22.92551158,28.4412267,0.995682542,0.334,3
Shanxi,Changzhi,3468210,248.0759371,8,0.23066654,0,0,0,25.72845809,2.861091784,137.1430942,81.2877296,19.36799671,19.34843026,30.52546968,23.88611165,-1.42741915,0.166,2
Shanxi,Yangquan,1414360,309.2641482,4,0.282813428,0,0,0,26.3172382,3.766304327,142.5539998,111.9909194,16.30189606,24.88781811,26.94771771,36.38276827,0.027175654,1,3
Shanxi,Datong,3455996,247.137987,12,0.347222624,0,0,0,20.35503068,2.43164841,105.7439345,70.28501688,16.51857026,14.54699768,28.8531575,22.85231581,1.210156138,0.244,3
Shanxi,Yuncheng,5359652,375.7295825,19,0.354500628,0,0,0,36.7973509,3.093763592,134.867823,77.22593936,19.51925816,14.1671664,28.57669949,26.48581092,-0.118085985,0.872,2
Shanxi,Jincheng,2343106,248.8714058,10,0.426783936,0,0,0,29.08508668,3.434422926,128.357715,88.84423176,17.47692798,17.66539539,19.60768607,28.17058451,-1.185368296,0.246,2
Shanxi,Shuozhou,1781219,166.4713716,8,0.449130623,0,0,0,18.62342862,2.325168157,121.3255719,62.27807023,11.10319948,16.22057773,29.54451828,35.58362392,1.8702189,0.046,3
Shanxi,Taiyuan,4421458,634.1204022,21,0.452339477,0,0,0,26.0978322,3.656314823,120.9856558,79.06408216,13.80463604,15.71022622,18.45829355,26.95529363,0.94535345,0.366,3
Shanxi,Jinzhong,3381576,206.5908272,37,1.094164378,0,0,0,26.86666286,2.740891479,123.8362123,73.47620151,13.01005665,15.57601611,20.4145585,28.83130197,-0.869879109,0.424,2
Sichuan,Leshan,3272100,272.4523336,3,0.091684239,0,0,0,24.79412575,1.110366664,121.5051155,61.40295149,9.669949509,14.31748334,24.46349677,9.979100602,0.612434207,0.566,3
Sichuan,Ngawa Tibetan and Qiang,940100,11.1890072,1,0.106371663,0,0,0,7.64816606,0.215036375,41.95215107,19.95750471,2.563273184,4.770896083,17.87739069,3.131681786,1.823284835,0.064,3
Sichuan,Ziyang,2553100,321.6847398,4,0.156672281,0,0,0,39.27648552,1.227511114,108.3735236,63.32966764,8.151840684,9.179371835,36.77854362,19.16989722,-1.104696228,0.296,2
Sichuan,Guangyuan,2660000,164.0870854,6,0.22556391,0,0,0,27.23269816,0.526219409,63.52580588,41.15409532,6.157845879,12.49220233,28.21119463,9.156681557,0.598534894,0.586,3
Sichuan,Yibin,4530000,341.1370184,12,0.264900662,0,0,0,28.33795663,1.305042008,126.7613622,63.27244172,8.533569891,13.90094655,21.6242667,12.72954086,1.100269854,0.284,3
Sichuan,Liangshan Yi,4835200,80.58017189,13,0.268861681,0,0,0,8.059253563,0.184334365,67.4757793,32.25587171,7.534726797,7.376695009,32.60085512,8.956938228,3.499272093,0.002,3
Sichuan,Meishan,2974800,367.8617072,8,0.268925642,0,0,0,38.43297921,1.452142219,131.681758,67.59024004,6.360973826,13.52530563,26.35064317,7.799747045,-0.583803493,0.554,2
Sichuan,Zigong,2901400,663.4593832,9,0.310195078,0,0,0,38.01499131,1.588857134,140.9564002,74.14214906,8.377183005,12.55501992,21.1143848,10.38249124,-0.172216053,0.866,2
Sichuan,Mianyang,4835600,239.292003,22,0.454959054,0,0,0,27.52063127,0.775173912,114.3002344,56.96232914,7.980033849,16.80380575,25.70039758,7.349768173,0.555736081,0.59,3
Sichuan,Ya'an,1537800,102.3767709,7,0.455195734,0,0,0,20.95242817,0.501488372,91.08810127,46.56080788,7.7325964,9.515393365,17.83504566,5.523057936,1.51351633,0.126,3
Sichuan,Deyang,3531600,592.2723718,18,0.509683996,0,0,0,39.66562847,1.476790957,117.9660503,62.30325951,8.831155461,14.82762857,30.01625088,8.346031935,0.012720078,0.998,2
Sichuan,Suining,3235900,607.7177663,17,0.525356161,0,0,0,35.98995797,0.878555552,116.500455,64.45222059,8.862413985,12.6510573,31.54508216,8.25238698,-0.590416293,0.524,2
Sichuan,Luzhou,4317200,353.0365429,24,0.555915871,0,0,0,29.08630279,1.3288538,124.0061468,60.49490834,6.240479062,14.28187141,31.2233245,10.86726748,0.385263423,0.732,3
